County FIPS	County Name	Industry	Industry Title	Year	Average Employment	Total Wages	Average Weekly Wages	Average Annual Wages	
055	Monroe	03	Construction	1996	11707	393671854	646.66	33627	
055	Monroe	03	Construction	1997	12412	442899980	686.23	35684	
055	Monroe	03	Construction	1998	13164	486027503	710.00	36920	
055	Monroe	03	Construction	1999	13303	491058413	709.85	36912	
055	Monroe	03	Construction	2000	13471	509593455	727.49	37829	
055	Monroe	04	Manufacturing	1975	125348	1905994647	292.42	15206	
055	Monroe	04	Manufacturing	1976	126912	2074213717	314.30	16344	
055	Monroe	04	Manufacturing	1977	128970	2269013151	338.33	17593	
055	Monroe	04	Manufacturing	1978	131395	2473375254	362.00	18824	
055	Monroe	04	Manufacturing	1979	134884	2777757489	396.03	20594	
055	Monroe	04	Manufacturing	1980	135472	3109282467	441.37	22951	
055	Monroe	04	Manufacturing	1981	138976	3484269828	482.13	25071	
055	Monroe	04	Manufacturing	1982	138462	3747382868	520.47	27064	
055	Monroe	04	Manufacturing	1983	127121	3622770703	548.05	28499	
055	Monroe	04	Manufacturing	1984	127716	3733685674	562.20	29234	
055	Monroe	04	Manufacturing	1985	126876	4043098133	612.82	31866	
055	Monroe	04	Manufacturing	1986	118086	4084244933	665.14	34587	
055	Monroe	04	Manufacturing	1987	112164	3945213635	676.42	35174	
055	Monroe	04	Manufacturing	1988	115506	4232112550	704.61	36640	
055	Monroe	04	Manufacturing	1989	116329	4441015891	734.16	38176	
055	Monroe	04	Manufacturing	1990	112840	4459457321	760.00	39520	
055	Monroe	04	Manufacturing	1991	110507	4575803050	796.30	41408	
055	Monroe	04	Manufacturing	1992	108466	4573715997	810.91	42167	
055	Monroe	04	Manufacturing	1993	106478	4617119311	833.89	43362	
055	Monroe	04	Manufacturing	1994	103447	4613321118	857.62	44596	
055	Monroe	04	Manufacturing	1995	102592	4825969737	904.62	47040	
055	Monroe	04	Manufacturing	1996	102905	5008054758	935.90	48667	
055	Monroe	04	Manufacturing	1997	103325	5210500974	969.78	50428	
055	Monroe	04	Manufacturing	1998	97937	5080141940	997.53	51872	
055	Monroe	04	Manufacturing	1999	91885	4799726058	1004.54	52236	
055	Monroe	04	Manufacturing	2000	88323	4687778590	1020.68	53075	
055	Monroe	05	Transportation & Public Utilities	1975	12101	168264034	267.41	13905	
055	Monroe	05	Transportation & Public Utilities	1976	12046	176691055	282.08	14668	
055	Monroe	05	Transportation & Public Utilities	1977	11896	190202159	307.47	15988	
055	Monroe	05	Transportation & Public Utilities	1978	12000	209930119	336.42	17494	
055	Monroe	05	Transportation & Public Utilities	1979	12153	223362681	353.46	18380	
055	Monroe	05	Transportation & Public Utilities	1980	12264	245144610	384.40	19989	
055	Monroe	05	Transportation & Public Utilities	1981	12373	270692017	420.71	21877	
055	Monroe	05	Transportation & Public Utilities	1982	12622	294719878	449.03	23350	
055	Monroe	05	Transportation & Public Utilities	1983	12327	303317824	473.19	24606	
055	Monroe	05	Transportation & Public Utilities	1984	12642	327144877	497.65	25878	
055	Monroe	05	Transportation & Public Utilities	1985	13301	356866648	515.96	26830	
055	Monroe	05	Transportation & Public Utilities	1986	13764	378181422	528.39	27476	
055	Monroe	05	Transportation & Public Utilities	1987	14535	400582145	530.01	27561	
055	Monroe	05	Transportation & Public Utilities	1988	14826	432740756	561.29	29187	
055	Monroe	05	Transportation & Public Utilities	1989	15479	464935054	577.63	30037	
055	Monroe	05	Transportation & Public Utilities	1990	15284	487165458	612.97	31874	
055	Monroe	05	Transportation & Public Utilities	1991	15439	513526604	639.65	33262	
055	Monroe	05	Transportation & Public Utilities	1992	15878	543134911	657.81	34206	
055	Monroe	05	Transportation & Public Utilities	1993	15863	551855871	669.03	34790	
055	Monroe	05	Transportation & Public Utilities	1994	16047	568203442	680.92	35408	
055	Monroe	05	Transportation & Public Utilities	1995	16314	564323875	665.24	34592	
055	Monroe	05	Transportation & Public Utilities	1996	17274	616093463	685.89	35666	
055	Monroe	05	Transportation & Public Utilities	1997	15870	600751366	727.96	37854	
055	Monroe	05	Transportation & Public Utilities	1998	16838	658058187	751.59	39083	
055	Monroe	05	Transportation & Public Utilities	1999	17592	813027776	888.79	46217	
055	Monroe	05	Transportation & Public Utilities	2000	18241	871289754	918.56	47765	
055	Monroe	06	Wholesale Trade	1975	11412	147178565	248.02	12897	
055	Monroe	06	Wholesale Trade	1976	11745	156531775	256.30	13327	
055	Monroe	06	Wholesale Trade	1977	11588	162193582	269.18	13997	
055	Monroe	06	Wholesale Trade	1978	11655	174723674	288.29	14991	
055	Monroe	06	Wholesale Trade	1979	11932	195229002	314.65	16362	
055	Monroe	06	Wholesale Trade	1980	11970	217170033	348.91	18143	
055	Monroe	06	Wholesale Trade	1981	12103	236799996	376.26	19565	
055	Monroe	06	Wholesale Trade	1982	12482	257143844	396.17	20601	
055	Monroe	06	Wholesale Trade	1983	12742	267623320	403.90	21003	
055	Monroe	06	Wholesale Trade	1984	13219	297899894	433.39	22536	
055	Monroe	06	Wholesale Trade	1985	13825	327875208	456.09	23717	
055	Monroe	06	Wholesale Trade	1986	14279	353982529	476.75	24791	
055	Monroe	06	Wholesale Trade	1987	15017	389574810	498.90	25943	
055	Monroe	06	Wholesale Trade	1988	15761	442092647	539.44	28051	
055	Monroe	06	Wholesale Trade	1989	16384	484610837	568.81	29578	
055	Monroe	06	Wholesale Trade	1990	16240	503880067	596.69	31028	
055	Monroe	06	Wholesale Trade	1991	16000	507370389	609.83	31711	
055	Monroe	06	Wholesale Trade	1992	15824	546177704	663.79	34517	
055	Monroe	06	Wholesale Trade	1993	16226	567900419	673.06	34999	
055	Monroe	06	Wholesale Trade	1994	16278	572088016	675.85	35144	
055	Monroe	06	Wholesale Trade	1995	16538	609462721	708.68	36851	
055	Monroe	06	Wholesale Trade	1996	15922	624791182	754.63	39241	
055	Monroe	06	Wholesale Trade	1997	15698	642359498	786.91	40919	
055	Monroe	06	Wholesale Trade	1998	16598	723236023	837.96	43574	
055	Monroe	06	Wholesale Trade	1999	17394	783086159	865.76	45020	
055	Monroe	06	Wholesale Trade	2000	17306	835906825	928.87	48301	
055	Monroe	07	Retail Trade	1975	45569	278811984	117.66	6119	
055	Monroe	07	Retail Trade	1976	46791	300887029	123.66	6430	
055	Monroe	07	Retail Trade	1977	47827	319727525	128.56	6685	
055	Monroe	07	Retail Trade	1978	49162	347365666	135.88	7066	
055	Monroe	07	Retail Trade	1979	47911	362552952	145.52	7567	
055	Monroe	07	Retail Trade	1980	46569	375600487	155.11	8065	
055	Monroe	07	Retail Trade	1981	46874	401817417	164.85	8572	
055	Monroe	07	Retail Trade	1982	48747	435143400	171.67	8927	
055	Monroe	07	Retail Trade	1983	51357	468403787	175.40	9121	
055	Monroe	07	Retail Trade	1984	54583	520951017	183.54	9544	
055	Monroe	07	Retail Trade	1985	58293	571969346	188.69	9812	
055	Monroe	07	Retail Trade	1986	60533	620273134	197.06	10247	
055	Monroe	07	Retail Trade	1987	62447	666782070	205.34	10678	
055	Monroe	07	Retail Trade	1988	63722	714770457	215.71	11217	
055	Monroe	07	Retail Trade	1989	64417	747406273	223.13	11603	
055	Monroe	07	Retail Trade	1990	64769	758004518	225.06	11703	
055	Monroe	07	Retail Trade	1991	63389	774767176	235.05	12222	
055	Monroe	07	Retail Trade	1992	62823	815854047	249.74	12987	
055	Monroe	07	Retail Trade	1993	63914	844946550	254.23	13220	
055	Monroe	07	Retail Trade	1994	63749	872862251	263.31	13692	
055	Monroe	07	Retail Trade	1995	63154	885220216	269.56	14017	
055	Monroe	07	Retail Trade	1996	62906	914711670	279.63	14541	
055	Monroe	07	Retail Trade	1997	63973	969755332	291.51	15159	
055	Monroe	07	Retail Trade	1998	65437	1009601688	296.70	15429	
055	Monroe	07	Retail Trade	1999	66713	1064297364	306.79	15953	
055	Monroe	07	Retail Trade	2000	66661	1105933841	319.05	16590	
055	Monroe	08	Finance,  Insurance & Real Estate	1975	13291	133526859	193.20	10046	
055	Monroe	08	Finance,  Insurance & Real Estate	1976	13695	147719201	207.42	10786	
055	Monroe	08	Finance,  Insurance & Real Estate	1977	13947	157977991	217.82	11327	
055	Monroe	08	Finance,  Insurance & Real Estate	1978	14234	172553795	233.13	12123	
055	Monroe	08	Finance,  Insurance & Real Estate	1979	14706	181343971	237.14	12331	
055	Monroe	08	Finance,  Insurance & Real Estate	1980	14767	200075348	260.55	13549	
055	Monroe	08	Finance,  Insurance & Real Estate	1981	14575	218476433	288.27	14990	
055	Monroe	08	Finance,  Insurance & Real Estate	1982	14671	237540439	311.36	16191	
055	Monroe	08	Finance,  Insurance & Real Estate	1983	15324	273635942	343.40	17857	
055	Monroe	08	Finance,  Insurance & Real Estate	1984	17175	323820525	362.58	18854	
055	Monroe	08	Finance,  Insurance & Real Estate	1985	17662	355520714	387.10	20129	
055	Monroe	08	Finance,  Insurance & Real Estate	1986	18686	406500814	418.35	21754	
055	Monroe	08	Finance,  Insurance & Real Estate	1987	19630	449899609	440.76	22919	
055	Monroe	08	Finance,  Insurance & Real Estate	1988	20458	503511034	473.31	24612	
055	Monroe	08	Finance,  Insurance & Real Estate	1989	20475	524680176	492.79	25625	
055	Monroe	08	Finance,  Insurance & Real Estate	1990	20134	528998548	505.26	26274	
055	Monroe	08	Finance,  Insurance & Real Estate	1991	20185	552413455	526.31	27368	
055	Monroe	08	Finance,  Insurance & Real Estate	1992	20137	622926765	594.88	30934	
055	Monroe	08	Finance,  Insurance & Real Estate	1993	20890	632123197	581.92	30260	
055	Monroe	08	Finance,  Insurance & Real Estate	1994	21105	629955080	574.02	29849	
055	Monroe	08	Finance,  Insurance & Real Estate	1995	20480	635996550	597.21	31055	
055	Monroe	08	Finance,  Insurance & Real Estate	1996	20524	671563401	629.24	32720	
055	Monroe	08	Finance,  Insurance & Real Estate	1997	18359	659530362	690.86	35925	
055	Monroe	08	Finance,  Insurance & Real Estate	1998	18058	690677963	735.55	38248	
055	Monroe	08	Finance,  Insurance & Real Estate	1999	17748	711695613	771.18	40101	
055	Monroe	08	Finance,  Insurance & Real Estate	2000	17941	769909676	825.27	42914	
055	Monroe	09	Services	1975	55729	491186461	169.50	8814	
055	Monroe	09	Services	1976	56381	519440275	177.17	9213	
055	Monroe	09	Services	1977	57918	548489351	182.12	9470	
055	Monroe	09	Services	1978	76827	783144609	196.03	10194	
055	Monroe	09	Services	1979	82946	907420056	210.38	10940	
055	Monroe	09	Services	1980	85976	1052333256	235.38	12240	
055	Monroe	09	Services	1981	87884	1182302625	258.71	13453	
055	Monroe	09	Services	1982	89500	1288126653	276.78	14393	
055	Monroe	09	Services	1983	92139	1405626520	293.38	15256	
055	Monroe	09	Services	1984	96925	1542964159	306.14	15919	
055	Monroe	09	Services	1985	102760	1704334327	318.95	16586	
055	Monroe	09	Services	1986	107517	1883670932	336.92	17520	
055	Monroe	09	Services	1987	112134	2064586243	354.07	18412	
055	Monroe	09	Services	1988	118694	2316058523	375.25	19513	
055	Monroe	09	Services	1989	121331	2514053652	398.47	20721	
055	Monroe	09	Services	1990	124301	2722069378	421.14	21899	
055	Monroe	09	Services	1991	125654	2887288148	441.89	22978	
055	Monroe	09	Services	1992	128475	3092863585	462.95	24074	
055	Monroe	09	Services	1993	133454	3249122187	468.20	24346	
055	Monroe	09	Services	1994	135660	3439192163	487.53	25352	
055	Monroe	09	Services	1995	140300	3679432967	504.34	26225	
055	Monroe	09	Services	1996	141453	3836031302	521.51	27119	
055	Monroe	09	Services	1997	144771	4048183316	537.74	27963	
055	Monroe	09	Services	1998	149502	4353995975	560.06	29123	
055	Monroe	09	Services	1999	155020	4614254167	572.41	29766	
055	Monroe	09	Services	2000	160206	4874065815	585.07	30424	
055	Monroe	10	Public Administration	1975	2433	31227154	246.79	12833	
055	Monroe	10	Public Administration	1976	2224	29589860	255.88	13306	
055	Monroe	10	Public Administration	1977	3024	41051647	261.06	13575	
055	Monroe	10	Public Administration	1978	14826	166506201	215.98	11231	
055	Monroe	10	Public Administration	1979	15328	197356889	247.60	12875	
055	Monroe	10	Public Administration	1980	14482	218146569	289.68	15063	
055	Monroe	10	Public Administration	1981	13791	227526890	317.28	16499	
055	Monroe	10	Public Administration	1982	12551	215250465	329.82	17151	
055	Monroe	10	Public Administration	1983	12761	219552845	330.87	17205	
055	Monroe	10	Public Administration	1984	12650	234553134	356.58	18542	
055	Monroe	10	Public Administration	1985	12800	247318974	371.58	19322	
055	Monroe	10	Public Administration	1986	12941	264294792	392.76	20423	
055	Monroe	10	Public Administration	1987	13046	286110932	421.75	21931	
055	Monroe	10	Public Administration	1988	13409	296318386	424.97	22099	
055	Monroe	10	Public Administration	1989	13569	349767042	495.72	25778	
055	Monroe	10	Public Administration	1990	14047	373767003	511.70	26609	
055	Monroe	10	Public Administration	1991	14056	398832985	545.65	28374	
055	Monroe	10	Public Administration	1992	13864	413091690	572.98	29795	
055	Monroe	10	Public Administration	1993	13957	430992317	593.84	30879	
055	Monroe	10	Public Administration	1994	14197	442462072	599.35	31166	
055	Monroe	10	Public Administration	1995	14037	456779022	625.77	32540	
055	Monroe	10	Public Administration	1996	14038	478408906	655.39	34080	
055	Monroe	10	Public Administration	1997	13927	493284368	681.12	35418	
055	Monroe	10	Public Administration	1998	14144	490502323	666.90	34679	
055	Monroe	10	Public Administration	1999	14479	476776515	633.25	32929	
055	Monroe	10	Public Administration	2000	14601	436322321	574.68	29884	
057	Montgomery	00	All Industries	1975	13223	108315813	157.52	8191	
057	Montgomery	00	All Industries	1976	13649	115945997	163.36	8495	
057	Montgomery	00	All Industries	1977	15401	139242060	173.86	9041	
057	Montgomery	00	All Industries	1978	18059	162447229	172.99	8996	
057	Montgomery	00	All Industries	1979	17719	173261872	188.04	9778	
057	Montgomery	00	All Industries	1980	17359	186726804	206.86	10757	
057	Montgomery	00	All Industries	1981	17278	199523020	222.08	11548	
057	Montgomery	00	All Industries	1982	16992	206675714	233.91	12163	
057	Montgomery	00	All Industries	1983	17494	221525724	243.52	12663	
057	Montgomery	00	All Industries	1984	19867	270395105	261.74	13610	
057	Montgomery	00	All Industries	1985	17863	255144597	274.68	14284	
057	Montgomery	00	All Industries	1986	18031	269790078	287.75	14963	
057	Montgomery	00	All Industries	1987	18675	296904430	305.74	15898	
057	Montgomery	00	All Industries	1988	18387	303669562	317.61	16516	
057	Montgomery	00	All Industries	1989	18554	316040944	327.58	17034	
057	Montgomery	00	All Industries	1990	18610	332289059	343.37	17855	
057	Montgomery	00	All Industries	1991	18271	351063335	369.51	19215	
057	Montgomery	00	All Industries	1992	17864	358543311	385.98	20071	
057	Montgomery	00	All Industries	1993	18162	368326465	390.00	20280	
057	Montgomery	00	All Industries	1994	19020	393006825	397.36	20663	
057	Montgomery	00	All Industries	1995	19183	404177353	405.19	21070	
057	Montgomery	00	All Industries	1996	18473	400047983	416.45	21655	
057	Montgomery	00	All Industries	1997	18242	402646391	424.47	22073	
057	Montgomery	00	All Industries	1998	18420	421682765	440.23	22892	
057	Montgomery	00	All Industries	1999	18879	446113935	454.42	23630	
057	Montgomery	00	All Industries	2000	18790	456633052	467.34	24302	
057	Montgomery	01	Agriculture, Mining & Unclassified	1975	57	307474	103.28	5371	
057	Montgomery	01	Agriculture, Mining & Unclassified	1976	49	293334	114.35	5946	
057	Montgomery	01	Agriculture, Mining & Unclassified	1977	49	328528	127.85	6648	
057	Montgomery	01	Agriculture, Mining & Unclassified	1978	60	468192	149.03	7749	
057	Montgomery	01	Agriculture, Mining & Unclassified	1979	71	517976	139.80	7270	
057	Montgomery	01	Agriculture, Mining & Unclassified	1980	113	1309818	223.73	11634	
057	Montgomery	01	Agriculture, Mining & Unclassified	1981	148	1958651	253.79	13197	
057	Montgomery	01	Agriculture, Mining & Unclassified	1982	115	1533921	257.25	13377	
057	Montgomery	01	Agriculture, Mining & Unclassified	1983	129	1652214	246.46	12816	
057	Montgomery	01	Agriculture, Mining & Unclassified	1984	112	1598136	274.41	14269	
057	Montgomery	01	Agriculture, Mining & Unclassified	1985	101	1094146	207.47	10789	
057	Montgomery	01	Agriculture, Mining & Unclassified	1986	105	1190222	217.64	11317	
057	Montgomery	01	Agriculture, Mining & Unclassified	1987	133	1769084	256.44	13335	
057	Montgomery	01	Agriculture, Mining & Unclassified	1988	128	1889112	283.45	14739	
057	Montgomery	01	Agriculture, Mining & Unclassified	1989	121	1935443	307.39	15984	
057	Montgomery	01	Agriculture, Mining & Unclassified	1990	127	2388575	361.69	18808	
057	Montgomery	01	Agriculture, Mining & Unclassified	1991	143	2728357	366.06	19035	
057	Montgomery	01	Agriculture, Mining & Unclassified	1992	123	2377874	372.03	19345	
057	Montgomery	01	Agriculture, Mining & Unclassified	1993	114	2494169	422.60	21975	
057	Montgomery	01	Agriculture, Mining & Unclassified	1994	141	3493157	478.12	24862	
057	Montgomery	01	Agriculture, Mining & Unclassified	1995	167	4445392	510.63	26553	
057	Montgomery	01	Agriculture, Mining & Unclassified	1996	157	3246605	396.62	20624	
057	Montgomery	01	Agriculture, Mining & Unclassified	1997	166	3506308	406.61	21144	
057	Montgomery	01	Agriculture, Mining & Unclassified	1998	172	3887826	435.32	22637	
057	Montgomery	01	Agriculture, Mining & Unclassified	1999	189	4592875	467.33	24301	
057	Montgomery	01	Agriculture, Mining & Unclassified	2000	217	5772714	512.57	26654	
057	Montgomery	03	Construction	1975	327	3070669	180.49	9386	
057	Montgomery	03	Construction	1976	322	3007902	179.55	9336	
057	Montgomery	03	Construction	1977	430	5453173	243.69	12672	
